char,level
垃,2
圾,2
味,2
臭,2
處,2
蟲,2
倒,2
鄰,2
居,2
牆,2
桶,2
租,2
寓,2
陪,2
層,2
臥,2
櫃,2
掛,2
箱,2
利,2
替,2
裝,2
費,2
括,2
押,2
金,2
討,2
論,2
獎,2
剩,2
滿,2
願,2
簽,2
鑰,2
搬,2
總,2
吵,2
除,2
慣,2
弄,2
順,2
資,2
收,2
屋,2
逛,2
忽,2
各,2
殺,2
價,2
招,2
豆,2
腐,2
炸,2
糖,2
選,2
無,2
推,2
薦,2
辣,2
酸,2
鹹,2
聞,2
厭,2
實,2
蚵,2
仔,2
煎,2
化,2
般,2
概,2
擠,2
解,2
瞭,2
烤,2
魷,2
芒,2
瓜,2
飽,2
寺,2
廟,2
值,2
酥,2
滷,2
極,2
社,2
區,2
被,2
偷,2
負,2
責,2
草,2
晴,2
野,2
露,2
營,2
雲,2
躺,2
鬆,2
光,2
座,2
池,2
福,2
郊,2
麻,2
煩,2
員,2
鮮,2
停,2
圓,2
餅,2
隔,2
壁,2
曲,2
器,2
低,2
奮,2
玫,2
瑰,2
罐,2
啤,2
喔,2
消,2
隨,2
省,2
式,2
必,2
讓,2
哭,2
擇,2
產,2
訂,2
免,2
麗,2
正,2
石,2
掉,2
頁,2
底,2
爬,2
民,2
蘇,2
劃,2
森,2
林,2
暖,2
李,2
套,2
內,2
團,2
由,2
趁,2
阿,2
嘉,2
義,2
貼,2
漿,2
盒,2
娃,2
它,2
連,2
吸,2
引,2
牙,2
刷,2
顧,2
變,2
類,2
響,2
增,2
紀,2
努,2
瞌,2
續,2
劇,2
帽,2
妝,2
品,2
保,2
養,2
集,2
改,2
翻,2
三,2
治,2
篇,2
修,2
授,2
豐,2
富,2
系,2
典,2
譯,2
將,2
油,2
漢,2
調,2
清,2
楚,2
造,2
達,2
借,2
迷,2
惱,2
建,2
議,2
操,2
育,2
腿,2
脖,2
死,2
誇,2
救,2
命,2
減,2
青,2
堡,2
薯,2
鹽,2
及,2
王,2
訓,2
精,2
神,2
助,2
善,2
況,2
繼,2
恢,2
復,2
脫,2
擺,2
攤,2
遍,2
立,2
刻,2
鋼,2
琴,2
夫,2
藝,2
術,2
嘛,2
厲,2
勇,2
吉,2
務,2
技,2
複,2
互,2
戀,2
幼,2
檢,2
穫,2
未,2
寶,2
職,2
研,2
究,2
廣,2
設,2
哲,2
專,2
困,2
貿,2
管,2
退,2
鄉,2
剪,2
襯,2
衫,2
植,2
存,2
強,2
敬,2
型,2
抱,2
怨,2
證,2
恐,2
傳,2
折,2
握,2
族,2
格,2
窮,2
逼,2
糊,2
塗,2
求,2
寒,2
夕,2
爺,2
祖,2
聚,2
煮,2
炒,2
米,2
粉,2
蘿,2
蔔,2
財,2
橘,2
舅,2
切,2
餘,2
升,2
獸,2
鴨,2
謂,2
憐,2
竹,2
嚇,2
鞭,2
炮,2
聯,2
遇,2
船,2
橋,2
激,2
貌,2
度,2
涼,2
永,2
例,2
孔,2
須,2
偉,2
曾,2
政,2
輩,2
君,2
待,2
任,2
何,2
古,2
守,2
笨,2
舉,2
統,2
細,2
嚐,2
吹,2
笛,2
俗,2
亞,2
洲,2
歐,2
洋,2
庭,2
納,2
邀,2
拍,2
葡,2
萄,2
潑,2
微,2
批,2
評,2
披,2
薩,2
五,2
夢,3
錄,3
斷,3
導,3
角,3
眾,3
肯,3
挑,3
戰,3
嗯,3
唉,3
忍,3
耐,3
追,3
源,3
主,3
朗,3
適,3
模,3
配,3
提,3
挺,3
領,3
供,3
整,3
泡,3
使,3
饅,3
蔬,3
款,3
優,3
傘,3
厚,3
段,3
祕,3
秘,3
坪,3
碰,3
態,3
凶,3
兇,3
質,3
速,3
缺,3
虧,3
深,3
淺,3
侶,3
破,3
扔,3
膚,3
肩,3
膀,3
購,3
僅,3
販,3
銷,3
惠,3
採,3
佳,3
嗨,3
胞,3
胎,3
恭,3
乖,3
婆,3
梨,3
歉,3
異,3
避,3
終,3
於,3
醬,3
醋,3
檸,3
檬,3
俊,3
閱,3
抽,3
憶,3
餵,3
尊,3
孝,3
震,3
颱,3
烈,3
突,3
周,3
圍,3
木,3
淹,3
螞,3
蟻,3
嚴,3
頂,3
糟,3
播,3
災,3
塌,3
距,3
蠟,3
燭,3
搶,3
島,3
置,3
規,3
甚,3
至,3
軍,3
量,3
揮,3
降,3
失,3
閒,3
補,3
童,3
之,3
驚,3
訝,3
滑,3
刺,3
汗,3
灘,3
嘗,3
障,3
礙,3
衝,3
浪,3
酷,3
叔,3
姨,3
齒,3
血,3
既,3
犧,3
牲,3
秒,3
噪,3
醉,3
毒,3
抓,3
釣,3
摘,3
季,3
煙,3
落,3
充,3
獨,3
詳,3
猜,3
象,3
預,3
溼,3
濕,3
訊,3
弱,3
絡,3
偏,3
僻,3
縮,3
確,3
絕,3
形,3
兄,3
殖,3
詞,3
寬,3
欣,3
賞,3
凳,3
悉,3
幽,3
默,3
趟,3
誤,3
反,3
限,3
制,3
醜,3
魅,3
尚,3
掌,3
擁,3
承,3
竟,3
帥,3
醒,3
哦,3
罵,3
堆,3
測,3
材,3
殊,3
培,3
尤,3
似,3
乎,3
此,3
卷,3
際,3
乏,3
取,3
案,3
貢,3
獻,3
良,3
婦,3
純,3
溝,3
示,3
基,3
齡,3
靠,3
填,3
伯,3
挫,3
堅,3
榜,3
持,3
標,3
售,3
仗,3
符,3
按,3
帝,3
初,3
淡,3
協,3
透,3
騙,3
禍,3
陌,3
誠,3
惡,3
擴,3
範,3
拒,3
入,3
群,3
與,3
觸,3
誼,3
某,3
卻,3
漫,3
抵,3
脾,3
謙,3
虛,3
逗,3
布,3
佈,3
組,3
諒,3
秀,3
薪,3
企,3
含,3
儘,3
齊,3
搞,3
敵,3
創,3
混,3
盡,3
盼,3
端,3
啦,3
帳,3
密,3
碟,3
載,3
效,3
曆,3
摩,3
托,3
版,3
攝,3
暫,3
依,3
田,3
姑,3
娘,3
仙,3
貝,3
農,3
淚,3
織,3
七,3
郎,3
根,3
據,3
益,3
犯,3
蹟,3
蓋,3
宗,3
土,3
佛,3
督,3
拼,3
智,3
慧,3
維,3
驕,3
傲,3
積,3
狀,3
爭,3
暗,3
隧,3
尋,3
玉,3
頓,3
訪,3
穩,3
域,3
敗,3
投,3
令,3
仍,3
德,3
普,3
呼,4
哇,4
幹,4
伸,4
嫂,4
拖,4
呀,4
粗,4
欠,4
另,4
膽,4
鼓,4
勵,4
顯,4
二,4
丈,4
哎,4
匯,4
繳,4
幣,4
黏,4
粘,4
扣,4
申,4
抄,4
鍋,4
億,4
攜,4
鈔,4
撥,4
磁,4
晶,4
否,4
則,4
催,4
儲,4
蓄,4
划,4
裹,4
噢,4
寸,4
籍,4
項,4
懶,4
並,4
註,4
冊,4
嘿,4
磅,4
漲,4
贈,4
悔,4
拆,4
賠,4
償,4
倉,4
庫,4
宣,4
賺,4
喲,4
壺,4
葉,4
燙,4
甘,4
搖,4
濃,4
慮,4
麥,4
氛,4
享,4
跪,4
膩,4
尖,4
沖,4
矩,4
撿,4
巷,4
揀,4
嘍,4
割,4
輪,4
壓,4
玻,4
璃,4
碎,4
衛,4
骯,4
府,4
罰,4
噸,4
廢,4
埋,4
燃,4
汙,4
染,4
污,4
肺,4
筒,4
扇,4
銅,4
毯,4
棉,4
繩,4
延,4
塑,4
膠,4
旦,4
謠,4
奏,4
懷,4
瘋,4
狂,4
喊,4
截,4
止,4
彩,4
筋,4
爛,4
蹈,4
京,4
寧,4
陣,4
幕,4
插,4
診,4
四,4
漠,4
村,4
瀑,4
登,4
拾,4
乘,4
巾,4
途,4
碌,4
逃,4
臟,4
腰,4
官,4
盆,4
肥,4
皂,4
彈,4
娛,4
紓,4
棋,4
眠,4
攀,4
悄,4
枕,4
滴,4
武,4
敲,4
甩,4
控,4
勉,4
輔,4
志,4
託,4
臨,4
冤,4
枉,4
嘮,4
叨,4
稍,4
迫,4
析,4
嬰,4
讚,4
判,4
仿,4
跌,4
盪,4
昏,4
慰,4
素,4
腫,4
捏,4
針,4
尿,4
粥,4
癢,4
擾,4
探,4
症,4
欄,4
勿,4
奔,4
禁,4
菸,4
隱,4
私,4
癌,4
旗,4
袍,4
蝴,4
蝶,4
娶,4
媳,4
帖,4
賀,4
妻,4
液,4
鑽,4
戒,4
副,4
嫁,4
姻,4
夾,4
鵝,4
噴,4
番,4
宴,4
扮,4
罷,4
鬍,4
戚,4
孕,4
羨,4
慕,4
牽,4
吻,4
駕,4
駛,4
構,4
闖,4
憑,4
勤,4
勞,4
鍵,4
辭,4
唯,4
妙,4
械,4
覽,4
棄,4
暈,4
漸,4
移,4
傻,4
競,4
贊,4
率,4
製,4
革,4
抗,4
疑,4
僑,4
蠻,4
餡,4
袖,4
捲,4
拌,4
顆,4
芝,4
抹,4
緣,4
孫,4
射,4
勸,4
箭,4
列,4
遵,4
陶,4
瓷,4
捐,4
捨,4
雕,4
撞,4
幅,4
築,4
九,4
鼎,4
挖,4
潮,4
防,4
偶,4
陳,4
怖,4
擲,4
槍,4
獲,4
冠,4
派,4
勝,4
儀,4
崇,4
繞,4
圈,4
賭,4
奪,4
屆,4
揚,4
摔,4
彼,4
即,4
裁,4
