char,level
應,2
聲,2
臉,2
禮,2
轉,2
醫,2
雙,2
雞,2
鷄,2
離,2
題,2
顏,2
藥,2
識,2
邊,2
關,2
難,2
麵,2
麪,2
體,2
廳,2
力,2
內,2
巴,2
斤,2
木,2
毛,2
父,2
牙,2
卡,2
必,2
母,2
玉,2
田,2
石,2
光,2
向,2
收,2
次,2
米,2
羊,2
伯,2
吵,2
址,2
完,2
局,2
李,2
豆,2
其,2
拍,2
林,2
河,2
泳,2
物,2
表,2
金,2
青,2
屋,2
故,2
原,2
租,2
草,2
記,2
停,2
處,2
許,2
貨,2
通,2
雪,2
喂,2
換,2
景,2
游,2
發,2
結,2
華,2
著,2
着,2
街,2
詞,2
越,2
週,2
郵,2
陽,2
搬,2
爺,2
節,2
該,2
境,2
滿,2
算,2
燈,2
糖,2
親,2
入,3
叉,3
介,3
戶,3
支,3
世,3
付,3
另,3
巧,3
汁,3
皮,3
立,3
丟,3
合,3
朵,3
朶,3
死,3
汗,3
考,3
而,3
耳,3
低,3
克,3
利,3
助,3
努,3
呀,3
告,3
弄,3
折,3
步,3
決,3
沙,3
究,3
肚,3
足,3
例,3
刷,3
刻,3
叔,3
周,3
味,3
夜,3
奇,3
姊,3
居,3
怪,3
拉,3
油,3
注,3
爬,3
舍,3
阿,3
附,3
冒,3
哇,3
城,3
封,3
度,3
急,3
拜,3
查,3
洋,3
流,3
界,3
研,3
背,3
胖,3
苦,3
訂,3
食,3
借,3
剛,3
員,3
套,3
浴,3
消,3
留,3
破,3
祝,3
級,3
臭,3
酒,3
乾,3
假,3
健,3
務,3
匙,3
參,3
商,3
啦,3
婚,3
宿,3
寄,3
康,3
捷,3
掉,3
排,3
清,3
瓶,3
甜,3
畢,3
盒,3
笨,3
紹,3
統,3
船,3
莓,3
被,3
逛,3
陪,3
鳥,3
麻,3
備,3
報,3
帽,3
提,3
敢,3
湯,3
無,3
程,3
窗,3
答,3
訴,3
超,3
隊,3
飲,3
傳,3
感,3
楚,3
業,3
概,3
溫,3
矮,3
碗,3
裙,3
裝,3
遊,3
慣,3
精,3
緊,3
聞,3
腿,3
舞,3
趕,3
輕,3
辣,3
酸,3
銀,3
需,3
餃,3
餅,3
廚,3
瘦,3
盤,3
碼,3
箱,3
趣,3
踢,3
輛,3
鞋,3
髮,3
鬧,3
澡,3
蕉,3
褲,3
選,3
龍,3
戲,3
戴,3
總,3
聰,3
賽,3
闆,3
雖,3
鮮,3
簡,3
舊,3
藍,3
騎,3
壞,3
簽,3
願,3
蘋,3
鹹,3
鐵,3
顧,3
讀,3
變,3
罐,3
丁,3
土,3
寸,3
切,3
及,3
反,3
夫,3
且,3
主,3
代,3
失,3
布,3
民,3
由,3
目,3
示,3
存,3
式,3
此,3
何,3
形,3
改,3
村,3
求,3
里,3
京,3
具,3
初,3
取,3
受,3
命,3
妻,3
姑,3
府,3
性,3
於,3
社,3
虎,3
保,3
品,3
哈,3
架,3
派,3
珍,3
眉,3
約,3
軍,3
孫,3
害,3
展,3
座,3
根,3
珠,3
神,3
般,3
除,3
偷,3
婆,3
救,3
殺,3
深,3
淺,3
猜,3
理,3
終,3
連,3
喔,3
寓,3
晴,3
棒,3
痛,3
象,3
費,3
貼,3
鄉,3
量,3
雲,3
傷,3
圓,3
極,3
煙,3
烟,3
煩,3
獅,3
義,3
舅,3
解,3
農,3
遇,3
厭,3
實,3
演,3
管,3
領,3
價,3
數,3
線,3
論,3
齒,3
器,3
整,3
燒,3
隨,3
舉,3
擧,3
櫃,3
類,3
籃,3
覽,3
觀,3
士,4
夕,4
巾,4
之,4
仍,4
尤,4
尺,4
引,4
止,4
乎,4
仔,4
兄,4
充,4
史,4
未,4
永,4
申,4
任,4
份,4
印,4
危,4
池,4
污,4
汙,4
竹,4
至,4
血,4
免,4
困,4
圾,4
技,4
抓,4
投,4
材,4
束,4
牠,4
系,4
育,4
角,4
辛,4
並,4
乖,4
乳,4
亞,4
享,4
使,4
典,4
制,4
呼,4
垃,4
季,4
幸,4
底,4
忽,4
抱,4
招,4
枕,4
治,4
況,4
泡,4
炒,4
爭,4
者,4
肥,4
肯,4
則,4
勇,4
卻,4
却,4
厚,4
咬,4
姨,4
巷,4
帥,4
建,4
律,4
持,4
指,4
按,4
挑,4
政,4
染,4
段,4
毒,4
泉,4
洞,4
洲,4
炸,4
甚,4
省,4
科,4
秒,4
突,4
紀,4
郎,4
頁,4
首,4
乘,4
修,4
倒,4
值,4
値,4
娘,4
島,4
庭,4
恭,4
扇,4
效,4
料,4
格,4
案,4
浪,4
烏,4
烤,4
疼,4
祖,4
素,4
蚊,4
討,4
訓,4
迷,4
追,4
退,4
陣,4
偉,4
剪,4
區,4
啤,4
堂,4
堆,4
婦,4
密,4
將,4
專,4
強,4
强,4
惜,4
掛,4
推,4
敗,4
族,4
棄,4
涼,4
淚,4
淡,4
淨,4
產,4
眾,4
移,4
章,4
粗,4
細,4
聊,4
脫,4
術,4
規,4
訪,4
設,4
責,4
速,4
造,4
野,4
陰,4
陸,4
頂,4
傘,4
剩,4
博,4
善,4
喊,4
圍,4
富,4
寒,4
廁,4
復,4
悶,4
惱,4
散,4
普,4
暑,4
曾,4
替,4
棟,4
森,4
棵,4
椒,4
減,4
煮,4
牌,4
猴,4
童,4
策,4
絕,4
閒,4
雄,4
順,4
須,4
亂,4
嗯,4
搭,4
搶,4
暖,4
源,4
碰,4
群,4
羣,4
聖,4
葉,4
資,4
躲,4
躱,4
載,4
遍,4
達,4
零,4
預,4
頓,4
鼓,4
鼠,4
團,4
夢,4
察,4
態,4
摸,4
漢,4
漸,4
疑,4
禍,4
腐,4
蓋,4
誤,4
貌,4
際,4
颱,4
厲,4
增,4
寬,4
層,4
廠,4
廣,4
德,4
慶,4
憐,4
標,4
歐,4
漿,4
熟,4
獎,4
確,4
窮,4
篇,4
罵,4
膚,4
蝦,4
衛,4
誕,4
調,4
談,4
質,4
踏,4
躺,4
適,4
鄰,4
醉,4
醋,4
震,4
靠,4
養,4
噢,4
戰,4
擔,4
據,4
曆,4
橋,4
橘,4
歷,4
激,4
濃,4
燙,4
獨,4
醒,4
錶,4
險,4
靜,4
嚇,4
壓,4
濕,4
溼,4
環,4
績,4
聯,4
薪,4
講,4
賺,4
購,4
醜,4
鍋,4
顆,4
斷,4
翻,4
職,4
豐,4
醬,4
鎖,4
雜,4
鬆,4
藝,4
證,4
鏡,4
饅,4
騙,4
麗,4
嚴,4
繼,4
警,4
議,4
齡,4
續,4
護,4
響,4
權,4
髒,4
驗,4
驚,4
鹽,4
嘛,4
億,4
乙,4
丈,4
丸,4
川,4
互,4
井,4
仁,4
匹,4
升,4
孔,4
欠,4
丙,4
仗,4
令,4
冊,4
古,4
央,4
扔,4
犯,4
甲,4
吉,4
吐,4
守,4
尖,4
州,4
曲,4
江,4
羽,4
舌,4
伸,4
似,4
兵,4
即,4
吞,4
否,4
吸,4
吹,4
呆,4
壯,4
孝,4
尾,4
忍,4
志,4
扮,4
沖,4
狂,4
私,4
貝,4
佳,4
兔,4
刺,4
固,4
岸,4
抬,4
擡,4
拌,4
拔,4
昏,4
欣,4
武,4
炎,4
狀,4
俗,4
型,4
娃,4
宣,4
待,4
挖,4
既,4
砍,4
耐,4
若,4
負,4
唉,4
唐,4
宮,4
宵,4
庫,4
弱,4
恐,4
捉,4
桃,4
狼,4
粉,4
缺,4
財,4
逃,4
針,4
閃,4
鬼,4
偏,4
基,4
堅,4
娶,4
彩,4
採,4
敏,4
晨,4
盛,4
祥,4
竟,4
組,4
蛇,4
貪,4
途,4
陳,4
鹿,4
麥,4
勝,4
勞,4
壺,4
尊,4
悲,4
惡,4
晶,4
智,4
棋,4
植,4
款,4
港,4
湖,4
紫,4
絲,4
診,4
集,4
項,4
勢,4
填,4
嫁,4
幹,4
微,4
搖,4
敬,4
暗,4
煎,4
禁,4
罪,4
落,4
詩,4
誠,4
雷,4
嘆,4
嘗,4
敲,4
滾,4
漁,4
熊,4
瘋,4
福,4
稱,4
端,4
聚,4
與,4
銅,4
齊,4
劇,4
廟,4
撞,4
敵,4
模,4
衝,4
賞,4
輪,4
縣,4
鴨,4
嚐,4
牆,4
膽,4
臨,4
謎,4
避,4
礎,4
織,4
鎮,4
勸,4
寶,4
露,4
彎,4
讚,4
吳,4
几,5
亡,5
凡,5
弓,5
予,5
仇,5
勿,5
爪,5
犬,5
乏,5
仙,5
凸,5
凹,5
刊,5
匆,5
召,5
叮,5
孕,5
尼,5
巨,5
幼,5
旦,5
瓦,5
甘,5
矛,5
穴,5
仰,5
仲,5
仿,5
企,5
伍,5
伙,5
兇,5
划,5
列,5
匠,5
宅,5
宇,5
寺,5
托,5
扣,5
朱,5
灰,5
肌,5
舟,5
串,5
估,5
伴,5
佔,5
佛,5
判,5
刪,5
吩,5
含,5
均,5
夾,5
妙,5
妝,5
粧,5
妨,5
宋,5
尿,5
屁,5
巫,5
序,5
戒,5
扶,5
批,5
抄,5
抖,5
抗,5
攻,5
杜,5
沈,5
沉,5
災,5
牢,5
皂,5
秀,5
良,5
谷,5
赤,5
防,5
佩,5
供,5
依,5
刮,5
券,5
協,5
卷,5
咐,5
坪,5
奔,5
委,5
孟,5
孤,5
宗,5
官,5
宙,5
尚,5
屆,5
岩,5
延,5
彼,5
忠,5
怖,5
怡,5
承,5
抵,5
抽,5
拆,5
拒,5
拖,5
斧,5
昌,5
昔,5
松,5
板,5
氛,5
沾,5
沿,5
波,5
泥,5
版,5
牧,5
盲,5
肩,5
肺,5
臥,5
芬,5
芳,5
芽,5
返,5
阻,5
侵,5
冠,5
勉,5
咳,5
哀,5
哎,5
奏,5
姻,5
姿,5
威,5
帝,5
幽,5
怒,5
怨,5
恢,5
恨,5
恰,5
扁,5
括,5
拼,5
拾,5
施,5
映,5
某,5
柔,5
柱,5
柳,5
炭,5
炮,5
玲,5
珊,5
皆,5
皇,5
盆,5
盾,5
胃,5
胎,5
胡,5
致,5
苗,5
茄,5
衫,5
迫,5
述,5
郊,5
降,5
限,5
革,5
俱,5
倆,5
倉,5
倍,5
倦,5
准,5
凍,5
哦,5
哲,5
哼,5
埋,5
宰,5
宴,5
射,5
峰,5
峯,5
席,5
徐,5
徑,5
徒,5
恩,5
悄,5
悔,5
悟,5
拳,5
挨,5
捐,5
捕,5
晒,5
曬,5
朗,5
核,5
泰,5
浩,5
烈,5
疲,5
症,5
益,5
窄,5
納,5
純,5
紛,5
翁,5
翅,5
胸,5
脈,5
航,5
託,5
豹,5
配,5
骨,5
鬥,5
偶,5
副,5
唯,5
圈,5
域,5
執,5
培,5
帳,5
悠,5
戚,5
捨,5
捲,5
掃,5
授,5
探,5
控,5
掩,5
斜,5
梅,5
梨,5
梯,5
欲,5
毫,5
液,5
淋,5
混,5
淹,5
添,5
爽,5
牽,5
猛,5
率,5
略,5
異,5
痕,5
祭,5
符,5
粒,5
羞,5
莉,5
莊,5
莫,5
訝,5
貧,5
軟,5
透,5
逐,5
逢,5
閉,5
陶,5
陷,5
雀,5
割,5
創,5
喉,5
喪,5
喲,5
婷,5
媒,5
尋,5
幅,5
愉,5
掌,5
描,5
插,5
揚,5
握,5
揮,5
援,5
斑,5
朝,5
棉,5
棍,5
欺,5
殘,5
渡,5
測,5
焦,5
琴,5
番,5
痠,5
登,5
盜,5
硬,5
稅,5
稍,5
筋,5
粥,5
絡,5
菇,5
菸,5
萄,5
虛,5
裁,5
評,5
貸,5
貿,5
賀,5
趁,5
跌,5
距,5
酥,5
鈔,5
隆,5
階,5
雅,5
傲,5
傻,5
僅,5
勤,5
嗨,5
塑,5
塗,5
塞,5
嫌,5
廉,5
愁,5
愈,5
愚,5
慌,5
慎,5
愼,5
損,5
搜,5
搞,5
暈,5
楊,5
楣,5
溜,5
溝,5
溪,5
滅,5
滑,5
盟,5
睜,5
碌,5
碎,5
綁,5
置,5
署,5
羨,5
腫,5
腰,5
腸,5
葡,5
葷,5
補,5
詳,5
誇,5
賊,5
跡,5
跪,5
逼,5
違,5
鉛,5
隔,5
飼,5
飾,5
僑,5
劃,5
墓,5
寧,5
幕,5
幣,5
摔,5
旗,5
榮,5
構,5
槍,5
歉,5
滴,5
滷,5
漫,5
漲,5
盡,5
碟,5
窩,5
粽,5
維,5
綿,5
罰,5
膀,5
蒸,5
蜜,5
製,5
誌,5
豪,5
賓,5
趙,5
輔,5
遙,5
閣,5
閩,5
障,5
鳳,5
儀,5
儉,5
劉,5
劍,5
噴,5
墨,5
廢,5
彈,5
徵,5
慕,5
慧,5
慮,5
慰,5
憂,5
摩,5
撈,5
播,5
暫,5
暴,5
潑,5
潔,5
潮,5
皺,5
稻,5
箭,5
糊,5
緣,5
編,5
罷,5
膠,5
蓮,5
蔬,5
複,5
諒,5
賭,5
趟,5
踩,5
輩,5
遭,5
遷,5
鄭,5
銷,5
鋒,5
閱,5
餘,5
駕,5
駛,5
儒,5
儘,5
墾,5
壁,5
奮,5
導,5
憑,5
撿,5
擁,5
擇,5
擋,5
操,5
曉,5
樸,5
橫,5
燃,5
燕,5
磨,5
積,5
築,5
膩,5
融,5
螞,5
諧,5
謀,5
謂,5
輸,5
辨,5
遲,5
遵,5
遺,5
鋼,5
錄,5
錦,5
雕,5
默,5
優,5
勵,5
嬰,5
擊,5
擠,5
擦,5
檔,5
檢,5
濟,5
營,5
獲,5
療,5
瞧,5
瞪,5
瞭,5
糟,5
縫,5
縮,5
縱,5
繁,5
臂,5
薄,5
虧,5
謊,5
謙,5
邀,5
鍊,5
鍛,5
餵,5
擴,5
擺,5
擾,5
歸,5
獵,5
糧,5
繞,5
藉,5
藏,5
蟲,5
謹,5
蹟,5
闖,5
鞭,5
額,5
鵝,5
嚨,5
寵,5
懶,5
懷,5
爆,5
獸,5
穩,5
穫,5
簿,5
繩,5
繪,5
繫,5
羅,5
蟻,5
贈,5
贊,5
辭,5
鬍,5
爐,5
礦,5
競,5
觸,5
譯,5
贏,5
釋,5
飄,5
黨,5
屬,5
櫻,5
爛,5
蘭,5
襪,5
飆,5
魔,5
攤,5
灘,5
癮,5
籠,5
襯,5
驕,5
戀,5
顯,5
靈,5
鷹,5
鑰,5
驢,5
鑽,5
乃,6
乞,6
丹,6
允,6
兮,6
勻,6
勾,6
幻,6
扎,6
斗,6
曰,6
歹,6
氏,6
丘,6
占,6
叨,6
奴,6
斥,6
甩,6
亦,6
伏,6
伐,6
兆,6
刑,6
劣,6
后,6
吏,6
妄,6
旨,6
旬,6
朽,6
臣,6
佈,6
佑,6
卵,6
君,6
吻,6
吼,6
吾,6
呂,6
呈,6
妒,6
妥,6
宏,6
尬,6
巡,6
廷,6
役,6
忌,6
扯,6
抉,6
抑,6
旱,6
汰,6
沐,6
盯,6
禿,6
肖,6
肝,6
芒,6
辰,6
迅,6
併,6
侈,6
卑,6
卓,6
坡,6
坦,6
奈,6
奉,6
妮,6
屈,6
披,6
抹,6
押,6
拋,6
拐,6
拓,6
旺,6
枉,6
析,6
枚,6
歧,6
沫,6
沮,6
沸,6
泛,6
泣,6
玫,6
糾,6
股,6
肪,6
芝,6
芹,6
采,6
侮,6
侯,6
促,6
俊,6
削,6
勁,6
叛,6
咦,6
咪,6
咱,6
哄,6
垂,6
契,6
屍,6
彥,6
怠,6
恆,6
恍,6
昭,6
枯,6
柄,6
柚,6
歪,6
洛,6
津,6
洪,6
洽,6
牲,6
狠,6
玻,6
畏,6
疫,6
盼,6
砂,6
祈,6
竿,6
耍,6
胞,6
茂,6
范,6
虐,6
衍,6
赴,6
趴,6
軌,6
陌,6
倚,6
倡,6
倫,6
兼,6
冤,6
凌,6
剔,6
剝,6
埔,6
娛,6
峽,6
悅,6
挫,6
振,6
挺,6
挽,6
晃,6
柴,6
株,6
栽,6
框,6
梳,6
殊,6
氧,6
浮,6
浸,6
涉,6
涕,6
狹,6
疾,6
眠,6
矩,6
祕,6
秘,6
秦,6
秩,6
紋,6
索,6
耕,6
耗,6
耽,6
脂,6
脅,6
脆,6
茫,6
荒,6
衰,6
衷,6
訊,6
貢,6
躬,6
辱,6
迴,6
逆,6
釘,6
飢,6
饑,6
側,6
偵,6
勒,6
售,6
啞,6
啟,6
啓,6
堵,6
奢,6
寂,6
崇,6
崩,6
庸,6
悉,6
患,6
惋,6
惕,6
捧,6
掀,6
掏,6
掘,6
掙,6
措,6
旋,6
晝,6
曹,6
桶,6
梁,6
械,6
欸,6
涵,6
淑,6
淘,6
淪,6
烽,6
瓷,6
疏,6
笛,6
紮,6
脖,6
脣,6
唇,6
荷,6
蚵,6
蛀,6
袍,6
袖,6
販,6
貫,6
逍,6
逗,6
逝,6
郭,6
釣,6
陵,6
傍,6
凱,6
啼,6
喘,6
喚,6
喻,6
堡,6
堪,6
奠,6
婿,6
廂,6
廊,6
循,6
惑,6
惠,6
惰,6
惶,6
慨,6
揀,6
揉,6
揭,6
斯,6
晰,6
棕,6
殖,6
殼,6
毯,6
渾,6
湊,6
湧,6
滋,6
焰,6
猶,6
甥,6
痘,6
痣,6
睏,6
硯,6
稀,6
筒,6
翔,6
肅,6
脹,6
脾,6
腔,6
菌,6
菠,6
蛙,6
裂,6
註,6
詐,6
貶,6
辜,6
逮,6
雁,6
雇,6
飩,6
催,6
債,6
傾,6
募,6
匯,6
嗓,6
嗜,6
嗦,6
塌,6
塔,6
奧,6
媳,6
嫂,6
嫉,6
廈,6
彙,6
惹,6
愧,6
慈,6
搏,6
楓,6
楷,6
歇,6
殿,6
毀,6
溶,6
煞,6
煤,6
痴,6
癡,6
督,6
碑,6
稚,6
粵,6
罩,6
聘,6
腹,6
萱,6
董,6
葬,6
蒂,6
蜀,6
蜂,6
裔,6
裕,6
詢,6
賂,6
賄,6
跤,6
跨,6
酬,6
鈴,6
鉢,6
缽,6
靴,6
頌,6
頑,6
頒,6
鳩,6
僕,6
僱,6
嗽,6
塵,6
墊,6
壽,6
夥,6
奪,6
嫩,6
寞,6
寡,6
寢,6
弊,6
徹,6
慘,6
慚,6
截,6
摘,6
撤,6
暢,6
榜,6
滯,6
滲,6
漆,6
漏,6
漠,6
澈,6
獄,6
瑰,6
監,6
碧,6
碩,6
碳,6
綜,6
緒,6
翠,6
膏,6
蒙,6
蒜,6
蓄,6
蓓,6
裳,6
裹,6
誓,6
誘,6
誦,6
遛,6
遞,6
遣,6
酷,6
銘,6
閥,6
頗,6
魂,6
鳴,6
嘮,6
噁,6
墳,6
審,6
履,6
幟,6
憤,6
摯,6
撐,6
撒,6
撓,6
撕,6
撥,6
撫,6
撲,6
敷,6
樁,6
毅,6
潛,6
潰,6
澆,6
熬,6
璃,6
瞎,6
磅,6
範,6
篆,6
締,6
緩,6
緻,6
蓬,6
蔔,6
蔣,6
蔥,6
褒,6
誼,6
賠,6
賢,6
賤,6
賦,6
踐,6
輝,6
遮,6
銳,6
霉,6
颳,6
駐,6
駝,6
魄,6
魅,6
魯,6
魷,6
鴉,6
黎,6
凝,6
劑,6
噪,6
壇,6
憲,6
憶,6
憾,6
懈,6
懊,6
擂,6
擅,6
澤,6
濁,6
盧,6
瞞,6
磚,6
禦,6
糗,6
縛,6
膨,6
艘,6
艙,6
蕩,6
衡,6
諷,6
諾,6
豫,6
賴,6
踴,6
輯,6
頸,6
頻,6
餛,6
餡,6
龜,6
償,6
儲,6
尷,6
嶼,6
懇,6
擬,6
擱,6
濫,6
燥,6
燦,6
燭,6
癌,6
盪,6
禪,6
糙,6
艱,6
薑,6
薯,6
謠,6
趨,6
蹈,6
邁,6
鍵,6
闊,6
隱,6
隸,6
霜,6
鞠,6
韓,6
黏,6
嚮,6
嬸,6
檬,6
檸,6
濾,6
瀑,6
蟬,6
覆,6
蹤,6
踪,6
雛,6
攀,6
曝,6
礙,6
繳,6
臘,6
譜,6
蹲,6
轎,6
霧,6
韻,6
顛,6
鵲,6
龐,6
懸,6
攔,6
獻,6
癢,6
籍,6
耀,6
蘇,6
譬,6
躁,6
饒,6
騰,6
騷,6
懼,6
攝,6
欄,6
灌,6
犧,6
蠟,6
蠢,6
譽,6
躍,6
轟,6
辯,6
驅,6
囉,6
灑,6
疊,6
聾,6
臟,6
襲,6
顫,6
攪,6
竊,6
蘿,6
釀,6
籬,6
蠻,6
豔,6
艷,6
鬱,6
刃,7
丐,7
丑,7
凶,7
叩,7
叭,7
囚,7
弘,7
扒,7
氾,7
玄,7
皿,7
矢,7
乒,7
乓,7
吊,7
奸,7
帆,7
弛,7
扛,7
伶,7
伺,7
佐,7
兌,7
刨,7
劫,7
吝,7
吟,7
坊,7
坎,7
坑,7
妓,7
妖,7
岔,7
庇,7
彷,7
扭,7
抒,7
杏,7
杖,7
汪,7
汲,7
沃,7
沛,7
灸,7
灼,7
罕,7
芋,7
迄,7
邦,7
邪,7
阱,7
侍,7
函,7
卒,7
卦,7
卸,7
呵,7
呻,7
咀,7
咎,7
咒,7
咕,7
坤,7
坷,7
姆,7
帕,7
帖,7
弦,7
弧,7
彿,7
征,7
忿,7
怯,7
拘,7
拙,7
昂,7
昆,7
氓,7
沼,7
泊,7
狐,7
疙,7
疚,7
祀,7
秉,7
肢,7
芭,7
亭,7
侶,7
侷,7
俄,7
俐,7
俘,7
俠,7
剎,7
勃,7
咽,7
垢,7
奕,7
姦,7
姪,7
屎,7
屏,7
徊,7
恤,7
拭,7
拯,7
拱,7
昧,7
柏,7
柵,7
殃,7
洩,7
洶,7
炫,7
狡,7
疤,7
盈,7
缸,7
耶,7
苔,7
苛,7
茁,7
茉,7
虹,7
貞,7
迪,7
陋,7
俯,7
倖,7
冥,7
凋,7
剖,7
匪,7
哩,7
哺,7
唆,7
埃,7
娟,7
屑,7
峭,7
恕,7
恥,7
挪,7
挾,7
捆,7
捏,7
栗,7
桑,7
殷,7
烊,7
烘,7
狸,7
狽,7
畔,7
畜,7
疹,7
眨,7
砥,7
砲,7
砸,7
祟,7
秤,7
紊,7
紐,7
紓,7
紗,7
紡,7
耘,7
脊,7
荊,7
荔,7
虔,7
蚤,7
訕,7
豈,7
酌,7
陡,7
偽,7
兜,7
凰,7
勘,7
匿,7
啄,7
婉,7
屜,7
屠,7
崖,7
崗,7
巢,7
彬,7
徘,7
恿,7
悴,7
悼,7
惚,7
掠,7
敘,7
敝,7
斬,7
桿,7
梭,7
涮,7
涯,7
淆,7
淇,7
淒,7
淤,7
淫,7
淵,7
烹,7
猖,7
疵,7
痊,7
痔,7
眷,7
眺,7
窒,7
紳,7
絆,7
聆,7
舵,7
莖,7
莽,7
覓,7
訟,7
訣,7
豚,7
赦,7
趾,7
逞,7
酗,7
傀,7
傅,7
傑,7
傢,7
唾,7
喇,7
喧,7
喬,7
堤,7
媚,7
徨,7
揣,7
敞,7
敦,7
棗,7
棘,7
棚,7
棲,7
棺,7
渠,7
渣,7
渲,7
湃,7
溉,7
焚,7
琢,7
甦,7
窘,7
筍,7
絞,7
絮,7
腎,7
腕,7
菊,7
菲,7
萌,7
萍,7
萎,7
蛛,7
袱,7
跛,7
軸,7
逸,7
鈍,7
鈕,7
鈣,7
韌,7
飪,7
傭,7
佣,7
嗅,7
嗆,7
嗇,7
嗚,7
塘,7
徬,7
搓,7
搗,7
斟,7
暇,7
溢,7
溯,7
溺,7
滔,7
煌,7
煥,7
猾,7
猿,7
瑕,7
瑞,7
畸,7
痰,7
盞,7
睦,7
睫,7
睹,7
祿,7
禽,7
稠,7
窟,7
肆,7
腥,7
艇,7
葛,7
虜,7
詭,7
賃,7
逾,7
鉅,7
馳,7
馴,7
僥,7
凳,7
嘉,7
嘍,7
嘔,7
墅,7
寨,7
屢,7
嶄,7
廓,7
彰,7
慷,7
摟,7
摧,7
摺,7
撇,7
榷,7
漓,7
熄,7
爾,7
瑣,7
甄,7
瘓,7
瞄,7
磁,7
竭,7
箏,7
粹,7
綱,7
綴,7
綵,7
綻,7
綽,7
膊,7
舔,7
蒼,7
蜘,7
蝕,7
裸,7
誣,7
誨,7
輒,7
遜,7
鄙,7
酵,7
銜,7
隙,7
雌,7
餌,7
駁,7
髦,7
魁,7
僵,7
僻,7
劈,7
嘩,7
嘯,7
嘲,7
嘻,7
嘿,7
噓,7
墜,7
墟,7
墮,7
嬉,7
嬌,7
慫,7
慾,7
憔,7
憧,7
憬,7
撩,7
撰,7
